store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
366.0,4.0,517.0,1.0,0.0,0,0.0,4422.0
394.0,6.0,694.0,1.0,0.0,0,0.0,8297.0
807.0,4.0,970.0,1.0,1.0,0,0.0,9729.0
802.0,2.0,473.0,1.0,1.0,0,0.0,6513.0
726.0,4.0,1068.0,1.0,1.0,0,0.0,10882.0
674.0,2.0,1016.0,1.0,1.0,0,0.0,8406.0
659.0,7.0,0.0,0.0,0.0,0,0.0,0.0
27.0,3.0,1106.0,1.0,1.0,0,1.0,11162.0
347.0,6.0,448.0,1.0,0.0,0,0.0,5559.0
288.0,2.0,291.0,1.0,0.0,0,0.0,3997.0
273.0,7.0,0.0,0.0,0.0,0,0.0,0.0
870.0,5.0,839.0,1.0,0.0,0,0.0,6267.0
703.0,6.0,215.0,1.0,0.0,0,0.0,1953.0
578.0,2.0,824.0,1.0,0.0,0,0.0,8218.0
447.0,1.0,773.0,1.0,1.0,0,1.0,7205.0
382.0,3.0,957.0,1.0,1.0,0,0.0,14553.0
66.0,3.0,442.0,1.0,0.0,0,0.0,5188.0
437.0,6.0,1239.0,1.0,0.0,0,0.0,12770.0
767.0,7.0,0.0,0.0,0.0,0,0.0,0.0
142.0,3.0,609.0,1.0,1.0,0,0.0,4994.0
369.0,4.0,501.0,1.0,0.0,0,0.0,5709.0
171.0,6.0,641.0,1.0,0.0,0,0.0,6295.0
499.0,6.0,925.0,1.0,0.0,0,0.0,6202.0
235.0,3.0,488.0,1.0,1.0,0,0.0,6330.0
936.0,1.0,1096.0,1.0,1.0,0,0.0,9263.0
533.0,3.0,774.0,1.0,0.0,0,0.0,7304.0
638.0,3.0,533.0,1.0,1.0,0,0.0,6474.0
632.0,1.0,1142.0,1.0,1.0,0,0.0,10317.0
849.0,5.0,997.0,1.0,1.0,0,0.0,9366.0
5.0,3.0,658.0,1.0,1.0,0,1.0,5899.0
626.0,4.0,726.0,1.0,0.0,0,0.0,7565.0
328.0,6.0,402.0,1.0,0.0,0,0.0,3632.0
943.0,1.0,538.0,1.0,0.0,0,0.0,5452.0
78.0,2.0,568.0,1.0,1.0,0,0.0,4306.0
534.0,7.0,0.0,0.0,0.0,0,0.0,0.0
514.0,7.0,0.0,0.0,0.0,0,0.0,0.0
800.0,5.0,460.0,1.0,0.0,0,1.0,4120.0
699.0,6.0,791.0,1.0,0.0,0,0.0,6959.0
632.0,3.0,924.0,1.0,1.0,0,1.0,7970.0
1043.0,7.0,0.0,0.0,0.0,0,0.0,0.0
870.0,5.0,914.0,1.0,1.0,0,0.0,7323.0
1083.0,1.0,266.0,1.0,0.0,0,0.0,3506.0
996.0,6.0,655.0,1.0,0.0,0,0.0,4974.0
716.0,2.0,383.0,1.0,0.0,0,0.0,4263.0
1093.0,7.0,0.0,0.0,0.0,0,0.0,0.0
420.0,2.0,386.0,1.0,0.0,0,0.0,3397.0
789.0,3.0,541.0,1.0,1.0,0,0.0,3849.0
924.0,4.0,375.0,1.0,0.0,0,0.0,3585.0
687.0,3.0,582.0,1.0,0.0,0,0.0,5765.0
374.0,2.0,911.0,1.0,0.0,0,1.0,6487.0
864.0,7.0,0.0,0.0,0.0,0,0.0,0.0
290.0,6.0,483.0,1.0,0.0,0,0.0,4703.0
400.0,3.0,1109.0,1.0,0.0,0,0.0,7635.0
552.0,5.0,743.0,1.0,1.0,0,0.0,8788.0
1058.0,5.0,737.0,1.0,0.0,0,0.0,7721.0
319.0,3.0,816.0,1.0,0.0,0,0.0,6640.0
929.0,7.0,0.0,0.0,0.0,0,0.0,0.0
264.0,1.0,1326.0,1.0,1.0,0,0.0,11922.0
532.0,7.0,0.0,0.0,0.0,0,0.0,0.0
935.0,7.0,0.0,0.0,0.0,0,0.0,0.0
779.0,2.0,634.0,1.0,0.0,0,1.0,5379.0
144.0,3.0,582.0,1.0,1.0,0,0.0,5842.0
262.0,6.0,3236.0,1.0,0.0,0,0.0,20005.0
910.0,1.0,753.0,1.0,1.0,0,0.0,8213.0
53.0,3.0,747.0,1.0,1.0,0,1.0,7920.0
643.0,5.0,1243.0,1.0,0.0,0,0.0,10413.0
712.0,4.0,576.0,1.0,1.0,0,0.0,6354.0
488.0,4.0,367.0,1.0,1.0,0,0.0,3349.0
352.0,3.0,517.0,1.0,0.0,0,0.0,5038.0
189.0,1.0,666.0,1.0,0.0,0,0.0,6158.0
321.0,5.0,501.0,1.0,0.0,0,1.0,4651.0
412.0,1.0,576.0,1.0,0.0,0,1.0,7050.0
25.0,4.0,1331.0,1.0,0.0,0,1.0,8231.0
66.0,3.0,468.0,1.0,1.0,0,0.0,5586.0
530.0,7.0,0.0,0.0,0.0,0,0.0,0.0
728.0,6.0,493.0,1.0,0.0,0,0.0,6114.0
924.0,1.0,636.0,1.0,1.0,0,1.0,8010.0
999.0,2.0,549.0,1.0,0.0,0,1.0,6549.0
913.0,6.0,951.0,1.0,0.0,0,0.0,6651.0
459.0,1.0,1160.0,1.0,0.0,0,0.0,8292.0
630.0,7.0,0.0,0.0,0.0,0,0.0,0.0
1052.0,6.0,546.0,1.0,0.0,0,0.0,5212.0
224.0,7.0,0.0,0.0,0.0,0,0.0,0.0
393.0,5.0,644.0,1.0,1.0,0,0.0,6560.0
245.0,3.0,1074.0,1.0,1.0,0,1.0,9156.0
675.0,4.0,630.0,1.0,0.0,0,0.0,5195.0
862.0,1.0,1466.0,1.0,1.0,0,1.0,11668.0
120.0,4.0,610.0,1.0,1.0,0,0.0,6999.0
600.0,6.0,566.0,1.0,0.0,0,0.0,5507.0
576.0,1.0,1191.0,1.0,1.0,0,1.0,9691.0
570.0,1.0,1246.0,1.0,1.0,0,0.0,10391.0
626.0,1.0,1031.0,1.0,1.0,0,0.0,13203.0
1084.0,3.0,764.0,1.0,1.0,0,0.0,5572.0
976.0,3.0,842.0,1.0,1.0,0,0.0,9590.0
1064.0,1.0,503.0,1.0,1.0,0,0.0,4876.0
552.0,2.0,781.0,1.0,1.0,0,0.0,9381.0
533.0,6.0,576.0,1.0,0.0,0,0.0,6643.0
1065.0,5.0,480.0,1.0,0.0,0,0.0,3529.0
501.0,5.0,537.0,1.0,0.0,0,0.0,4470.0
1070.0,2.0,855.0,1.0,0.0,0,1.0,6086.0
448.0,6.0,602.0,1.0,0.0,0,0.0,7317.0
1051.0,3.0,911.0,1.0,0.0,0,0.0,6101.0
484.0,6.0,966.0,1.0,0.0,0,0.0,10756.0
187.0,3.0,700.0,1.0,1.0,0,0.0,6298.0
507.0,3.0,553.0,1.0,0.0,0,0.0,5606.0
113.0,1.0,795.0,1.0,1.0,0,0.0,8526.0
181.0,5.0,698.0,1.0,1.0,0,1.0,7225.0
639.0,3.0,562.0,1.0,1.0,0,0.0,5648.0
1093.0,2.0,737.0,1.0,0.0,0,0.0,7186.0
164.0,1.0,620.0,1.0,0.0,0,0.0,5427.0
1096.0,2.0,752.0,1.0,1.0,0,0.0,6782.0
412.0,2.0,527.0,1.0,0.0,0,0.0,6916.0
72.0,6.0,277.0,1.0,0.0,0,0.0,2439.0
836.0,5.0,0.0,0.0,1.0,a,0.0,0.0
